doc_id,surface,start_pos,end_pos,type,identifier
https://digitalzibaldone.net/node/p1000_1,Giuseppe Ebreo,19,33,PER,Q134461
https://digitalzibaldone.net/node/p1000_1,della Guerra Giudaica,76,97,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Ittigio,181,188,PER,Q2424927
https://digitalzibaldone.net/node/p1000_1,Giosef.,195,202,PER,Q134461
https://digitalzibaldone.net/node/p1000_1,Havercamp,208,217,PER,Q3483509
https://digitalzibaldone.net/node/p1000_1,Basnag.,290,297,PER,Q56006766
https://digitalzibaldone.net/node/p1000_1,Exercit. ad Baron.,298,316,WORK,NIL
https://digitalzibaldone.net/node/p1000_1,Fabric.,325,332,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,Asia,390,394,LOC,Q48
https://digitalzibaldone.net/node/p1000_1,de Bello Iud.,436,449,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Fabric.,606,613,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,l. c.,614,619,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Gioseffo,620,628,PER,Q134461
https://digitalzibaldone.net/node/p1000_1,l. c.,629,634,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Roma,792,796,LOC,Q1747689
https://digitalzibaldone.net/node/p1000_1,Fabric.,825,832,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,Idem,953,957,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,l. c.,959,964,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Vespasiano,1013,1023,PER,Q1419
https://digitalzibaldone.net/node/p1000_1,Tito,1028,1032,PER,Q1421
https://digitalzibaldone.net/node/p1000_1,Ittigio,1049,1056,PER,Q2424927
https://digitalzibaldone.net/node/p1000_1,l. c.,1057,1062,WORK,Q44276
https://digitalzibaldone.net/node/p1000_1,Fabric.,1064,1071,PER,Q61894
https://digitalzibaldone.net/node/p1000_1,Tillemont,1089,1098,PER,Q1361139
https://digitalzibaldone.net/node/p1000_1,Empereurs,1100,1109,WORK,NIL
https://digitalzibaldone.net/node/p1004_2,Numanzia,222,230,LOC,Q623407
https://digitalzibaldone.net/node/p1004_2,Numanzia,1206,1214,LOC,Q623407
https://digitalzibaldone.net/node/p1009_3,Annali di scienze e lettere,318,345,WORK,NIL
https://digitalzibaldone.net/node/p1009_3,Milano,347,353,LOC,Q490
https://digitalzibaldone.net/node/p1010_2,Morofio,143,150,PER,Q99609
https://digitalzibaldone.net/node/p1010_2,Polyhist.,152,161,WORK,NIL
